ID,ingresos,edad,provincia_codigo,bancarizado,BCRA_Peor_Situacion,Cantidad_consultas_7_dias,Compromisos_Mensual,Endeudamiento_Externo,Nivel_Socioeconomico,Deuda_normal,Deuda_30,Deuda_90,deuda_120,deuda_180,canti_moras,autonomo,Es_jubilado,relacion_dependencia,dias_atraso,Cuota,cant_cuotas,Monto_Otorgado,PRODUCTO,PROVINCIA,moroso
578,51500.00,25,Q,1,1,2,452.00,74000.00,5,74000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,7235.78,7,25750.00,DS_BASICO,NEUQUEN,1
579,75350.00,57,B,1,5,0,17258.00,452683.00,4,417683.00,0.00,0.00,0.00,35000.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,112,7963.20,12,37675.00,DS_BASICO,BUENOS AIRES,1
580,54860.00,24,U,1,1,2,10421.00,198000.00,5,198000.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,0,3553.54,12,14000.00,DS_BASICO,SALTA,0
581,50706.00,23,Z,0,-1,8,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,4876.42,15,20000.00,DS_PLATA,SANTA CRUZ,1
582,82100.00,45,B,1,1,5,38055.00,400582.00,3,400582.00,0.00,0.00,0.00,0.00,0,F,F,HONORABLE SENADO DE LA NACION                               ,0,3543.00,12,20400.00,DS_PREMIUM,BUENOS AIRES,0
583,24805.41,62,R,0,-1,5,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,V,,0,2203.86,9,10000.00,DS_SUCURSAL_PLATA,RIO NEGRO,0
584,53045.00,46,M,1,1,2,58.00,2000.00,5,2000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,143,6466.74,15,26522.00,DS_BASICO,MENDOZA,1
585,39600.00,52,C,1,1,5,20008.00,321000.00,3,321000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,58,9404.96,12,52500.00,DS_SUCURSAL_ORO,CAPITAL FEDERAL,0
586,31400.00,27,B,1,4,1,6553.00,77155.00,4,74155.00,0.00,0.00,3000.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,148,3128.70,15,15700.00,DS_BASICO,BUENOS AIRES,1
587,63000.00,38,B,1,1,2,596.00,20447.00,5,20447.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,13618.65,6,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
588,85224.71,41,A,1,5,0,33701.00,506000.00,6,487000.00,0.00,0.00,0.00,19000.00,0,F,F,PROVINCIA DE SALTA                                          ,28,8454.62,12,40000.00,DS_BASICO,SALTA,0
589,38000.00,77,C,0,-1,5,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0,F,V,,0,2538.24,12,10000.00,DS_PLATA,CAPITAL FEDERAL,0
590,48700.00,38,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3562.08,6,14000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
591,26200.00,34,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3404.06,12,19600.00,DS_REFINANCIACION,BUENOS AIRES,0
592,44500.00,21,P,0,-1,2,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,6518.79,6,20000.00,DS_PLATA,FORMOSA,1
593,148000.00,39,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,89,11162.32,9,56000.00,DS_REFINANCIACION,BUENOS AIRES,0
594,35218.00,25,P,0,-1,8,0.00,0.00,4,0.00,0.00,0.00,0.00,0.00,0,F,F,PREFECTURA NAVAL ARGENTINA                                  ,0,10152.39,10,50000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
595,46000.00,32,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,4807.34,14,29400.00,DS_REFINANCIACION,TUCUMAN,0
596,100000.00,44,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,11162.32,9,56000.00,DS_REFINANCIACION,BUENOS AIRES,0
597,73900.00,53,B,0,1,8,0.00,11000.00,5,11000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,4016.85,6,15000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
598,53000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,11720.43,9,58800.00,DS_REFINANCIACION,BUENOS AIRES,0
599,76000.00,47,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,8371.74,9,42000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
600,50000.00,33,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3562.08,6,14000.00,DS_REFINANCIACION,BUENOS AIRES,0
601,36000.00,32,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6272.44,14,38360.00,DS_REFINANCIACION,BUENOS AIRES,0
602,25493.57,39,N,1,1,1,7495.00,156000.00,6,156000.00,0.00,0.00,0.00,0.00,0,F,F,,0,4028.56,15,23000.00,DS_SUCURSAL_ORO,MISIONES,0
603,50819.00,35,A,1,1,1,9014.00,146000.00,5,146000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,0,2281.60,6,7000.00,DS_BASICO,SALTA,0
604,50000.00,21,Z,1,1,9,2500.00,25000.00,7,25000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,93,8683.85,15,52500.00,DS_SUCURSAL_ORO,SANTA CRUZ,1
605,18441.00,63,S,1,1,3,4413.00,116000.00,6,116000.00,0.00,0.00,0.00,0.00,0,F,V,,143,2664.99,15,11500.00,DS_SUCURSAL_ORO,SANTA FE,1
606,52300.00,60,M,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,12467.28,6,49000.00,DS_REFINANCIACION,MENDOZA,0
607,57000.00,24,Z,0,-1,1,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,1,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,5699.91,15,23377.00,DS_BASICO,SANTA CRUZ,1
608,15941.00,50,T,1,1,0,6267.00,64000.00,7,64000.00,0.00,0.00,0.00,0.00,1,F,V,,0,1703.36,15,6986.00,DS_BASICO,TUCUMAN,0
609,26000.00,41,V,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4862.94,12,28000.00,DS_REFINANCIACION,TIERRA DEL FUEGO,0
610,58800.00,46,M,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2232.46,9,11200.00,DS_REFINANCIACION,MENDOZA,0
611,38000.00,55,T,1,1,0,18454.00,313000.00,5,313000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,5374.26,12,30000.00,DS_SUCURSAL_ORO,TUCUMAN,0
612,44510.00,22,B,0,-1,4,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,1,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,121,4449.81,15,18250.00,DS_BASICO,BUENOS AIRES,1
613,85000.00,31,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7633.03,6,30000.00,DS_REFINANCIACION,BUENOS AIRES,0
614,56117.00,54,M,1,1,0,676.00,3000.00,5,3000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,143,6841.25,15,28058.00,DS_BASICO,MENDOZA,1
615,60000.00,48,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,148,5877.43,6,23100.00,DS_REFINANCIACION,BUENOS AIRES,1
616,55000.00,46,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6540.60,14,40000.00,DS_REFINANCIACION,BUENOS AIRES,0
617,84000.00,71,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,8096.80,12,46620.00,DS_REFINANCIACION,TUCUMAN,0
618,121000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,14650.54,9,73500.00,DS_REFINANCIACION,BUENOS AIRES,0
619,15942.00,29,B,1,1,1,6380.00,108578.00,5,108578.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE TRES LOMAS                                 ,148,1590.93,15,9083.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
620,50000.00,30,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6815.07,12,39240.00,DS_REFINANCIACION,BUENOS AIRES,0
621,63000.00,48,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13894.12,12,80000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
622,19000.00,72,T,0,-1,0,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0,F,V,,79,3788.75,15,20700.00,DS_SUCURSAL_PLATA,TUCUMAN,0
623,26769.87,67,N,1,1,1,2396.00,43000.00,6,43000.00,0.00,0.00,0.00,0.00,0,F,V,,102,4936.91,12,25200.00,DS_SUCURSAL_ORO,MISIONES,1
624,72453.00,38,C,1,5,5,2896.00,57000.00,6,52000.00,0.00,0.00,0.00,5000.00,0,F,F,SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA SENAS,28,10867.94,6,33343.00,DS_BASICO,CAPITAL FEDERAL,0
625,28637.00,51,N,1,1,1,3235.00,101000.00,4,101000.00,0.00,0.00,0.00,0.00,0,F,F,MUNIC DE PUERTO IGUAZU                                      ,74,3932.21,9,14300.00,DS_BASICO,MISIONES,0
626,45000.00,36,B,0,1,5,117.00,4000.00,4,4000.00,0.00,0.00,0.00,0.00,0,F,F,,117,9420.85,12,50000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,1
627,97098.00,47,C,1,1,0,24558.00,328000.00,3,328000.00,0.00,0.00,0.00,0.00,0,F,F,POLICIA FEDERAL ARGENTINA                                   ,0,9404.96,12,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
628,37500.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3924.36,14,24000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
629,36000.00,27,A,1,1,0,11370.00,117000.00,6,117000.00,0.00,0.00,0.00,0.00,1,F,F,PROVINCIA DE SALTA                                          ,53,4568.84,12,18000.00,DS_BASICO,SALTA,0
630,30000.00,33,B,1,1,0,9024.00,195620.00,5,195620.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,4240.84,15,24212.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
631,41000.00,40,V,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,89,4486.85,14,27440.00,DS_REFINANCIACION,BUENOS AIRES,0
632,42000.00,40,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,148,7124.16,6,28000.00,DS_REFINANCIACION,CAPITAL FEDERAL,1
633,66895.00,33,M,1,1,0,2934.00,29340.00,4,29340.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,117,8489.66,12,33447.00,DS_BASICO,MENDOZA,1
634,114000.00,59,T,1,1,5,52598.00,963000.00,3,963000.00,0.00,0.00,0.00,0.00,0,F,V,PROVINCIA DE SALTA                                          ,148,4034.82,15,16548.00,DS_BASICO,SALTA,1
635,62000.00,69,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2493.46,6,9800.00,DS_REFINANCIACION,BUENOS AIRES,0
636,76000.00,54,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6540.60,14,40000.00,DS_REFINANCIACION,BUENOS AIRES,0
637,43000.00,44,T,1,1,0,18238.00,382000.00,5,382000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,117,8270.34,15,50000.00,DS_SUCURSAL_ORO,TUCUMAN,1
638,34000.00,71,X,0,-1,0,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,V,,102,2938.64,12,15000.00,DS_SUCURSAL_PLATA,CORDOBA,1
639,67000.00,46,A,1,1,11,26163.00,559000.00,5,559000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,148,12773.26,15,80000.00,DS_PREMIUM,SALTA,1
640,116985.00,61,Q,1,1,1,42487.00,755000.00,4,755000.00,0.00,0.00,0.00,0.00,0,F,V,,93,13431.08,15,80000.00,DS_PREMIUM,NEUQUEN,1
641,50000.00,52,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,8510.15,12,49000.00,DS_REFINANCIACION,BUENOS AIRES,0
642,101100.00,36,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,10698.47,12,61600.00,DS_REFINANCIACION,CORDOBA,0
643,42000.00,52,D,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,14960.74,6,58800.00,DS_REFINANCIACION,SAN LUIS,0
644,31000.00,38,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,15467.78,9,77600.00,DS_REFINANCIACION,BUENOS AIRES,0
645,91014.00,58,U,1,1,0,15484.00,116000.00,4,116000.00,0.00,0.00,0.00,0.00,0,F,F,CONSORCIO ANDREA                                            ,1,5088.69,6,20000.00,DS_PREMIUM,CHUBUT,0
646,24694.00,60,Y,1,1,5,7193.00,159000.00,4,159000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA DE LA PROVINCIA                                  ,28,2481.10,15,15000.00,DS_SUCURSAL_ORO,JUJUY,0
647,58000.00,27,X,1,1,8,3911.00,39107.00,4,39107.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,9195.62,15,52500.00,DS_SUCURSAL_ORO,CORDOBA,1
648,19600.00,46,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,8281.84,6,32550.00,DS_REFINANCIACION,BUENOS AIRES,0
649,50700.00,22,U,0,-1,10,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,6518.79,6,20000.00,DS_PLATA,SANTA CRUZ,1
650,102082.00,65,B,1,1,0,27645.00,805612.00,4,805612.00,0.00,0.00,0.00,0.00,0,F,F,ENTE DE OBRAS Y SERVICIOS URBANOS - ENOSUR,0,6732.35,15,30876.76,DS_PLATA,BUENOS AIRES,0
651,38100.00,53,T,1,1,1,34880.00,570000.00,5,570000.00,0.00,0.00,0.00,0.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,1819.47,15,11000.00,DS_SUCURSAL_ORO,TUCUMAN,0
652,49000.00,50,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,8510.15,12,49000.00,DS_REFINANCIACION,SANTA FE,0
653,51000.00,66,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3890.35,12,22400.00,DS_REFINANCIACION,BUENOS AIRES,0
654,42300.00,70,Q,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6078.68,12,35000.00,DS_REFINANCIACION,SANTIAGO DEL ESTERO,0
655,27334.00,58,B,1,1,6,10408.00,251000.00,5,251000.00,0.00,0.00,0.00,0.00,0,F,V,INSTITUTO DE PREVISION SOCIAL DE LA PCIA DE BS AS,143,2595.39,15,14180.00,DS_SUCURSAL_ORO,CAPITAL FEDERAL,1
656,13324.00,54,B,0,-1,9,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,V,,102,2653.96,15,14500.00,DS_SUCURSAL_PLATA,BUENOS AIRES,1
657,105000.00,43,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1736.77,12,10000.00,DS_REFINANCIACION,BUENOS AIRES,0
658,26100.00,38,Q,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3404.06,12,19600.00,DS_REFINANCIACION,NEUQUEN,0
659,53151.00,65,H,1,1,0,2904.00,29000.00,4,29000.00,0.00,0.00,0.00,0.00,1,F,F,AGENCIA NACIONAL DE DISCAPACIDAD,28,6745.51,12,26575.50,DS_BASICO,CHACO,0
660,16663.00,55,Y,1,1,5,4183.00,66000.00,6,66000.00,0.00,0.00,0.00,0.00,0,F,V,,43,4392.76,15,24000.00,DS_SUCURSAL_ORO,JUJUY,0
661,19000.00,66,B,1,1,0,4009.00,71855.00,6,71855.00,0.00,0.00,0.00,0.00,0,F,V,,74,4612.40,15,25200.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
662,67000.00,60,A,1,5,0,3229.00,71000.00,5,61000.00,0.00,0.00,0.00,10000.00,1,F,V,,133,8503.11,12,33500.00,DS_BASICO,SALTA,1
663,100300.00,54,N,1,1,0,24358.00,140000.00,6,140000.00,0.00,0.00,0.00,0.00,0,F,F,CONSEJO GRAL DE EDUCACION DE LA PCIA DE MISIONES            ,117,12773.26,15,80000.00,DS_PREMIUM,MISIONES,1
664,65000.00,45,Z,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6078.68,12,35000.00,DS_REFINANCIACION,SANTA CRUZ,0
665,14805.00,64,N,1,1,0,2307.00,51000.00,6,51000.00,0.00,0.00,0.00,0.00,0,F,V,,43,4420.70,6,14000.00,DS_SUCURSAL_ORO,MISIONES,0
666,29800.00,34,N,1,1,0,300.00,3000.00,5,3000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE MONTECARLO                                 ,0,2687.13,12,15000.00,DS_SUCURSAL_ORO,MISIONES,0
667,47910.00,46,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3404.06,12,19600.00,DS_REFINANCIACION,BUENOS AIRES,0
668,81000.00,46,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4185.87,9,21000.00,DS_REFINANCIACION,BUENOS AIRES,0
669,25000.00,47,E,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,1923.52,6,7560.00,DS_REFINANCIACION,ENTRE RIOS,0
670,30295.00,32,B,1,1,1,7436.00,110000.00,5,110000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,152,5571.62,15,31809.75,DS_SUCURSAL_ORO,BUENOS AIRES,1
671,38946.00,31,U,1,2,1,7446.00,220000.00,4,205000.00,15000.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE EDUCACION DE LA PROVINCIA DEL CHUBUT          ,58,3880.58,15,19473.00,DS_BASICO,CHUBUT,0
672,25000.00,40,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4983.18,9,25000.00,DS_REFINANCIACION,CORDOBA,0
673,66000.00,28,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,6808.12,12,39200.00,DS_REFINANCIACION,TUCUMAN,0
674,20000.00,48,P,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3270.30,14,20000.00,DS_REFINANCIACION,FORMOSA,0
675,55449.00,27,U,1,2,0,18179.00,327000.00,3,302000.00,25000.00,0.00,0.00,0.00,0,F,F,POLICIA DE LA PROVINCIA DEL CHUBUT                          ,32,4325.27,6,15000.00,DS_BASICO,CHUBUT,0
676,44665.00,30,B,1,1,2,17298.00,329000.00,3,329000.00,0.00,0.00,0.00,0.00,0,F,F,POLICIA FEDERAL ARGENTINA                                   ,0,9404.96,12,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
677,25557.00,47,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,5023.04,9,25200.00,DS_REFINANCIACION,CORDOBA,0
678,58600.00,28,X,1,1,15,3214.00,29000.00,4,29000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,121,14058.98,6,52500.00,DS_SUCURSAL_ORO,CORDOBA,1
679,46900.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9614.68,14,58800.00,DS_REFINANCIACION,TIERRA DEL FUEGO,0
680,45000.00,30,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5581.16,9,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
681,31000.00,48,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6808.12,12,39200.00,DS_REFINANCIACION,BUENOS AIRES,0
682,68400.00,51,N,1,1,2,15088.00,277000.00,4,277000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION NACIONAL DE MIGRACIONES                           ,0,12773.26,15,80000.00,DS_PREMIUM,MISIONES,0
683,28590.00,63,N,1,1,1,13350.00,279000.00,3,279000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE ELDORADO                                   ,0,1791.42,12,10000.00,DS_SUCURSAL_ORO,MISIONES,0
684,50000.00,41,T,1,1,1,23475.00,506000.00,3,506000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,84,8957.10,12,50000.00,DS_SUCURSAL_ORO,TUCUMAN,0
685,94600.00,36,Y,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,58,18700.92,6,73500.00,DS_REFINANCIACION,JUJUY,0
686,55968.00,36,P,1,1,1,16778.00,293000.00,4,293000.00,0.00,0.00,0.00,0.00,0,F,F,UNIVERSIDAD NACIONAL DE FORMOSA                             ,117,8957.10,12,50000.00,DS_SUCURSAL_ORO,FORMOSA,1
687,61705.00,29,C,1,1,1,1312.00,29000.00,4,29000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,0,7782.09,6,30000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
688,20000.00,55,C,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,3880.12,6,15250.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
689,20000.00,28,N,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5343.12,6,21000.00,DS_REFINANCIACION,MISIONES,0
690,25153.00,51,B,1,1,0,7369.00,97790.00,4,97790.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE SAN MIGUEL                                 ,28,6552.59,15,39615.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
691,48000.00,40,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9973.83,6,39200.00,DS_REFINANCIACION,BUENOS AIRES,0
692,81000.00,45,N,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,13894.12,12,80000.00,DS_REFINANCIACION,MISIONES,0
693,43500.00,34,T,1,1,3,8374.00,186260.00,5,186260.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,84,7619.23,15,43500.00,DS_SUCURSAL_ORO,TUCUMAN,0
694,98194.00,56,B,1,1,0,28142.00,504341.00,3,504341.00,0.00,0.00,0.00,0.00,0,F,F,CAMMAR S A                                                  ,0,10737.00,9,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
695,20333.11,52,N,1,1,0,3924.00,71000.00,4,71000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE SANTO PIPO                                 ,23,5279.77,12,30400.00,DS_PLATA,MISIONES,0
696,35000.00,63,B,0,-1,6,0.00,0.00,4,0.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE QUILMES                                    ,28,5254.64,15,30000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
697,42272.00,54,T,1,1,0,24561.00,429000.00,3,429000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,18,5374.26,12,30000.00,DS_SUCURSAL_ORO,TUCUMAN,0
698,21961.97,69,R,1,1,5,5028.00,65000.00,6,65000.00,0.00,0.00,0.00,0.00,0,F,V,,74,4897.73,12,25000.00,DS_SUCURSAL_ORO,RIO NEGRO,0
699,34546.75,53,B,1,1,2,1955.00,30000.00,5,30000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,6090.83,12,34000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
700,206000.00,58,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7124.16,6,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
701,52000.00,40,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2752.77,12,15850.00,DS_REFINANCIACION,BUENOS AIRES,0
702,31041.00,31,B,1,1,1,5334.00,122650.00,6,122650.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE GENERAL LAVALLE                            ,13,4656.01,15,21354.00,DS_BASICO,BUENOS AIRES,0
703,49000.00,40,U,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2431.47,12,14000.00,DS_REFINANCIACION,CHUBUT,0
704,44675.00,31,Z,1,1,0,11276.00,241000.00,5,241000.00,0.00,0.00,0.00,0.00,1,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,32,6669.92,7,22000.00,DS_BASICO,SANTA CRUZ,0
705,59000.00,72,A,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5071.36,12,29200.00,DS_REFINANCIACION,SALTA,0
706,29000.00,34,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9156.84,14,56000.00,DS_REFINANCIACION,BUENOS AIRES,0
707,51186.00,41,B,1,2,0,10491.00,161000.00,4,117000.00,44000.00,0.00,0.00,0.00,0,F,F,INSTITUTO NACIONAL DE ESTADISTICAS Y CENSOS                 ,32,5874.43,9,25000.00,DS_BASICO,BUENOS AIRES,0
